sample_plot_id,date
43-410399-Y-02972,2024-11-12
43-411141-N-00587,2018-02-07
43-411141-N-00587,2018-02-12
43-411141-N-00587,2018-03-09
43-411141-N-00587,2018-04-18
43-411141-N-00587,2018-04-28
43-411141-N-00587,2018-06-17
43-411141-N-00587,2018-07-22
43-411141-N-00587,2018-07-27
43-411141-N-00587,2018-08-01
43-411141-N-00587,2018-08-21
43-411141-N-00587,2018-10-05
43-411141-N-00587,2018-10-30
43-411141-N-00587,2018-11-04
43-411141-N-00587,2018-11-24
43-411141-N-00587,2018-11-29
43-411141-N-00587,2019-01-23
43-411141-N-00587,2019-04-08
43-411141-N-00587,2019-05-23
43-411141-N-00587,2019-06-27
43-411141-N-00587,2019-07-02
43-411141-N-00587,2019-07-17
43-411141-N-00587,2019-07-22
43-411141-N-00587,2019-08-01
43-411141-N-00587,2019-08-11
43-411141-N-00587,2019-08-16
43-411141-N-00587,2019-09-20
43-411141-N-00587,2019-09-30
43-411141-N-00587,2019-11-04
43-411141-N-00587,2019-11-09
43-411141-N-00587,2019-11-14
43-411141-N-00587,2019-11-19
43-411141-N-00587,2019-12-04
43-411141-N-00587,2019-12-14
43-411141-N-00587,2020-01-28
43-411141-N-00587,2020-02-17
43-411141-N-00587,2020-03-18
43-411141-N-00587,2020-04-12
43-411141-N-00587,2020-04-27
43-411141-N-00587,2020-05-12
43-411141-N-00587,2020-08-05
43-411141-N-00587,2020-08-15
43-411141-N-00587,2020-08-30
43-411141-N-00587,2020-10-09
43-411141-N-00587,2020-10-24
43-411141-N-00587,2020-11-08
43-411141-N-00587,2020-11-13
43-411141-N-00587,2020-11-18
43-411141-N-00587,2021-01-02
43-411141-N-00587,2021-01-17
43-411141-N-00587,2021-03-28
43-411141-N-00587,2021-07-26
43-411141-N-00587,2021-07-31
43-411141-N-00587,2021-08-30
43-411141-N-00587,2021-09-04
43-411141-N-00587,2021-09-09
43-411141-N-00587,2021-09-24
43-411141-N-00587,2021-10-04
43-411141-N-00587,2021-11-08
43-411141-N-00587,2021-11-13
43-411141-N-00587,2021-11-18
43-411141-N-00587,2021-11-23
43-411141-N-00587,2021-12-03
43-411141-N-00587,2021-12-18
43-411141-N-00587,2021-12-23
43-411141-N-00587,2022-01-02
43-411141-N-00587,2022-02-26
43-411141-N-00587,2022-03-08
43-411141-N-00587,2022-03-13
43-411141-N-00587,2022-03-28
43-411141-N-00587,2022-04-07
43-411141-N-00587,2022-07-31
43-411141-N-00587,2022-08-05
43-411141-N-00587,2022-08-20
43-411141-N-00587,2022-09-04
43-411141-N-00587,2022-09-14
43-411141-N-00587,2022-09-19
43-411141-N-00587,2022-09-29
43-411141-N-00587,2022-10-14
43-411141-N-00587,2022-10-19
43-411141-N-00587,2022-11-03
43-411141-N-00587,2022-12-18
43-411141-N-00587,2022-12-23
43-411141-N-00587,2023-01-07
43-411141-N-00587,2023-01-27
43-411141-N-00587,2023-02-26
43-411141-N-00587,2023-03-13
43-411141-N-00587,2023-04-07
43-411141-N-00587,2023-05-27
43-411141-N-00587,2023-06-26
43-411141-N-00587,2023-08-05
43-411141-N-00587,2023-09-09
43-411141-N-00587,2023-10-24
43-411141-N-00587,2023-10-29
43-411141-N-00587,2023-11-23
43-411141-N-00587,2023-11-28
43-411141-N-00587,2023-12-08
43-411141-N-00587,2023-12-23
43-411141-N-00587,2024-02-11
43-411141-N-00587,2024-08-04
43-411141-N-00587,2024-08-24
43-411141-N-00587,2024-09-08
43-411141-N-00587,2024-09-18
43-411141-N-00587,2024-09-23
43-411141-N-00587,2024-09-28
43-411141-N-00587,2024-10-23
43-411141-N-00587,2024-11-02
43-411141-N-00587,2024-11-07
43-411141-N-00587,2024-12-02
43-411141-N-00634,2018-02-12
43-411141-N-00634,2018-03-09
43-411141-N-00634,2018-04-03
43-411141-N-00634,2018-04-18
43-411141-N-00634,2018-04-28
43-411141-N-00634,2018-07-17
43-411141-N-00634,2018-07-22
43-411141-N-00634,2018-09-05
43-411141-N-00634,2018-10-05
43-411141-N-00634,2018-10-30
43-411141-N-00634,2018-11-04
43-411141-N-00634,2018-11-29
43-411141-N-00634,2019-01-23
43-411141-N-00634,2019-04-08
43-411141-N-00634,2019-05-03
43-411141-N-00634,2019-05-23
43-411141-N-00634,2019-07-02
43-411141-N-00634,2019-07-22
43-411141-N-00634,2019-07-27
43-411141-N-00634,2019-08-11
43-411141-N-00634,2019-08-16
43-411141-N-00634,2019-09-05
43-411141-N-00634,2019-09-10
43-411141-N-00634,2019-09-20
43-411141-N-00634,2019-09-30
43-411141-N-00634,2019-10-05
43-411141-N-00634,2019-10-10
43-411141-N-00634,2019-10-20
43-411141-N-00634,2019-10-30
43-411141-N-00634,2019-11-09
43-411141-N-00634,2019-11-14
43-411141-N-00634,2019-12-04
43-411141-N-00634,2019-12-14
43-411141-N-00634,2020-01-28
43-411141-N-00634,2020-02-17
43-411141-N-00634,2020-03-18
43-411141-N-00634,2020-04-12
43-411141-N-00634,2020-04-27
43-411141-N-00634,2020-05-12
43-411141-N-00634,2020-06-16
43-411141-N-00634,2020-08-05
43-411141-N-00634,2020-08-15
43-411141-N-00634,2020-08-30
43-411141-N-00634,2020-10-24
43-411141-N-00634,2020-11-08
43-411141-N-00634,2020-11-13
43-411141-N-00634,2020-11-18
43-411141-N-00634,2021-01-02
43-411141-N-00634,2021-01-12
43-411141-N-00634,2021-02-21
43-411141-N-00634,2021-03-28
43-411141-N-00634,2021-06-06
43-411141-N-00634,2021-08-30
43-411141-N-00634,2021-09-04
43-411141-N-00634,2021-09-24
43-411141-N-00634,2021-10-04
43-411141-N-00634,2021-10-24
43-411141-N-00634,2021-11-18
43-411141-N-00634,2021-11-23
43-411141-N-00634,2021-12-03
43-411141-N-00634,2021-12-23
43-411141-N-00634,2022-01-02
43-411141-N-00634,2022-03-08
43-411141-N-00634,2022-03-13
43-411141-N-00634,2022-03-28
43-411141-N-00634,2022-04-07
43-411141-N-00634,2022-07-26
43-411141-N-00634,2022-08-10
43-411141-N-00634,2022-09-04
43-411141-N-00634,2022-09-14
43-411141-N-00634,2022-09-29
43-411141-N-00634,2022-10-14
43-411141-N-00634,2022-10-19
43-411141-N-00634,2022-11-03
43-411141-N-00634,2022-11-28
43-411141-N-00634,2022-12-18
43-411141-N-00634,2022-12-23
43-411141-N-00634,2023-01-07
43-411141-N-00634,2023-01-12
43-411141-N-00634,2023-01-27
43-411141-N-00634,2023-02-26
43-411141-N-00634,2023-03-13
43-411141-N-00634,2023-04-07
43-411141-N-00634,2023-05-17
43-411141-N-00634,2023-05-27
43-411141-N-00634,2023-06-26
43-411141-N-00634,2023-07-21
43-411141-N-00634,2023-10-14
43-411141-N-00634,2023-10-24
43-411141-N-00634,2023-11-23
43-411141-N-00634,2023-11-28
43-411141-N-00634,2023-12-23
43-411141-N-00634,2023-12-28
43-411141-N-00634,2024-01-12
43-411141-N-00634,2024-02-11
43-411141-N-00634,2024-03-02
43-411141-N-00634,2024-08-04
43-411141-N-00634,2024-08-09
43-411141-N-00634,2024-08-24
43-411141-N-00634,2024-09-18
43-411141-N-00634,2024-09-23
43-411141-N-00634,2024-10-23
43-411141-N-00634,2024-11-02
43-411141-N-00634,2024-11-07
43-411141-N-00634,2024-11-12
43-411141-N-00634,2024-12-02
43-411141-Y-02517,2018-03-09
43-411141-Y-02517,2018-04-18
43-411141-Y-02517,2018-06-17
43-411141-Y-02517,2018-10-05
43-411141-Y-02517,2018-11-04
43-411141-Y-02517,2018-11-29
43-411141-Y-02517,2019-01-23
43-411141-Y-02517,2019-04-08
43-411141-Y-02517,2019-05-23
43-411141-Y-02517,2019-07-02
43-411141-Y-02517,2019-08-11
43-411141-Y-02517,2019-08-16
43-411141-Y-02517,2019-09-05
43-411141-Y-02517,2019-09-20
43-411141-Y-02517,2019-09-30
43-411141-Y-02517,2019-11-04
43-411141-Y-02517,2019-11-09
43-411141-Y-02517,2019-11-14
43-411141-Y-02517,2019-12-04
43-411141-Y-02517,2019-12-14
43-411141-Y-02517,2020-01-28
43-411141-Y-02517,2020-02-17
43-411141-Y-02517,2020-03-18
43-411141-Y-02517,2020-04-12
43-411141-Y-02517,2020-04-27
43-411141-Y-02517,2020-05-12
43-411141-Y-02517,2020-08-05
43-411141-Y-02517,2020-10-24
43-411141-Y-02517,2020-11-08
43-411141-Y-02517,2020-11-13
43-411141-Y-02517,2021-01-02
43-411141-Y-02517,2021-01-17
43-411141-Y-02517,2021-02-21
43-411141-Y-02517,2021-03-28
43-411141-Y-02517,2021-06-06
43-411141-Y-02517,2021-08-20
43-411141-Y-02517,2021-09-04
43-411141-Y-02517,2021-09-24
43-411141-Y-02517,2021-10-04
43-411141-Y-02517,2021-11-08
43-411141-Y-02517,2021-11-13
43-411141-Y-02517,2021-11-18
43-411141-Y-02517,2021-11-23
43-411141-Y-02517,2021-12-03
43-411141-Y-02517,2021-12-18
43-411141-Y-02517,2021-12-23
43-411141-Y-02517,2022-01-02
43-411141-Y-02517,2022-03-08
43-411141-Y-02517,2022-03-13
43-411141-Y-02517,2022-03-28
43-411141-Y-02517,2022-04-07
43-411141-Y-02517,2022-09-04
43-411141-Y-02517,2022-09-29
43-411141-Y-02517,2022-10-14
43-411141-Y-02517,2022-10-19
43-411141-Y-02517,2022-11-03
43-411141-Y-02517,2022-12-18
43-411141-Y-02517,2023-01-07
43-411141-Y-02517,2023-01-12
43-411141-Y-02517,2023-01-27
43-411141-Y-02517,2023-03-13
43-411141-Y-02517,2023-04-07
43-411141-Y-02517,2023-05-17
43-411141-Y-02517,2023-05-27
43-411141-Y-02517,2023-06-26
43-411141-Y-02517,2023-10-24
43-411141-Y-02517,2023-11-23
43-411141-Y-02517,2023-11-28
43-411141-Y-02517,2023-12-23
43-411141-Y-02517,2023-12-28
43-411141-Y-02517,2024-01-12
43-411141-Y-02517,2024-02-11
43-411141-Y-02517,2024-08-04
43-411141-Y-02517,2024-09-23
43-411141-Y-02517,2024-10-23
43-411141-Y-02517,2024-11-02
43-411141-Y-02517,2024-11-07
43-411141-Y-02811,2018-02-12
43-411141-Y-02811,2018-03-09
43-411141-Y-02811,2018-04-03
43-411141-Y-02811,2018-04-18
43-411141-Y-02811,2018-06-17
43-411141-Y-02811,2018-09-05
43-411141-Y-02811,2018-10-05
43-411141-Y-02811,2018-10-30
43-411141-Y-02811,2018-11-04
43-411141-Y-02811,2018-11-29
43-411141-Y-02811,2019-01-23
43-411141-Y-02811,2019-04-08
43-411141-Y-02811,2019-05-03
43-411141-Y-02811,2019-05-23
43-411141-Y-02811,2019-06-02
43-411141-Y-02811,2019-07-02
43-411141-Y-02811,2019-07-22
43-411141-Y-02811,2019-08-11
43-411141-Y-02811,2019-08-16
43-411141-Y-02811,2019-09-05
43-411141-Y-02811,2019-09-20
43-411141-Y-02811,2019-09-30
43-411141-Y-02811,2019-10-05
43-411141-Y-02811,2019-10-10
43-411141-Y-02811,2019-10-20
43-411141-Y-02811,2019-10-30
43-411141-Y-02811,2019-11-09
43-411141-Y-02811,2019-11-14
43-411141-Y-02811,2019-12-04
43-411141-Y-02811,2019-12-14
43-411141-Y-02811,2020-01-28
43-411141-Y-02811,2020-02-17
43-411141-Y-02811,2020-03-18
43-411141-Y-02811,2020-04-12
43-411141-Y-02811,2020-04-27
43-411141-Y-02811,2020-05-12
43-411141-Y-02811,2020-08-05
43-411141-Y-02811,2020-08-15
43-411141-Y-02811,2020-08-30
43-411141-Y-02811,2020-10-24
43-411141-Y-02811,2020-11-08
43-411141-Y-02811,2020-11-13
43-411141-Y-02811,2020-11-18
43-411141-Y-02811,2021-01-02
43-411141-Y-02811,2021-01-12
43-411141-Y-02811,2021-01-17
43-411141-Y-02811,2021-02-21
43-411141-Y-02811,2021-03-28
43-411141-Y-02811,2021-07-26
43-411141-Y-02811,2021-08-20
43-411141-Y-02811,2021-08-30
43-411141-Y-02811,2021-09-04
43-411141-Y-02811,2021-09-24
43-411141-Y-02811,2021-10-04
43-411141-Y-02811,2021-10-24
43-411141-Y-02811,2021-11-08
43-411141-Y-02811,2021-11-13
43-411141-Y-02811,2021-11-18
43-411141-Y-02811,2021-12-03
43-411141-Y-02811,2021-12-18
43-411141-Y-02811,2021-12-23
43-411141-Y-02811,2022-01-02
43-411141-Y-02811,2022-03-08
43-411141-Y-02811,2022-03-13
43-411141-Y-02811,2022-03-28
43-411141-Y-02811,2022-04-07
43-411141-Y-02811,2022-07-26
43-411141-Y-02811,2022-08-10
43-411141-Y-02811,2022-09-04
43-411141-Y-02811,2022-09-14
43-411141-Y-02811,2022-09-29
43-411141-Y-02811,2022-10-14
43-411141-Y-02811,2022-10-19
43-411141-Y-02811,2022-11-03
43-411141-Y-02811,2022-11-28
43-411141-Y-02811,2022-12-18
43-411141-Y-02811,2022-12-23
43-411141-Y-02811,2023-01-07
43-411141-Y-02811,2023-01-12
43-411141-Y-02811,2023-01-27
43-411141-Y-02811,2023-02-26
43-411141-Y-02811,2023-03-13
43-411141-Y-02811,2023-04-07
43-411141-Y-02811,2023-05-17
43-411141-Y-02811,2023-05-27
43-411141-Y-02811,2023-06-26
43-411141-Y-02811,2023-07-21
43-411141-Y-02811,2023-10-14
43-411141-Y-02811,2023-10-24
43-411141-Y-02811,2023-11-23
43-411141-Y-02811,2023-11-28
43-411141-Y-02811,2023-12-23
43-411141-Y-02811,2023-12-28
43-411141-Y-02811,2024-01-12
43-411141-Y-02811,2024-02-11
43-411141-Y-02811,2024-08-04
43-411141-Y-02811,2024-08-09
43-411141-Y-02811,2024-08-24
43-411141-Y-02811,2024-09-18
43-411141-Y-02811,2024-09-23
43-411141-Y-02811,2024-09-28
43-411141-Y-02811,2024-10-23
43-411141-Y-02811,2024-11-02
43-411141-Y-02811,2024-11-07
43-411141-Y-02811,2024-11-12
43-411141-Y-02811,2024-12-02
43-411141-Y-03356,2018-02-17
43-411141-Y-03356,2018-03-09
43-411141-Y-03356,2018-04-03
43-411141-Y-03356,2018-04-18
43-411141-Y-03356,2018-04-28
43-411141-Y-03356,2018-06-17
43-411141-Y-03356,2018-07-17
43-411141-Y-03356,2018-07-22
43-411141-Y-03356,2018-07-27
43-411141-Y-03356,2018-08-21
43-411141-Y-03356,2018-09-05
43-411141-Y-03356,2018-09-10
43-411141-Y-03356,2018-09-15
43-411141-Y-03356,2018-10-05
43-411141-Y-03356,2018-10-30
43-411141-Y-03356,2018-11-04
43-411141-Y-03356,2018-11-24
43-411141-Y-03356,2018-11-29
43-411141-Y-03356,2019-05-03
43-411141-Y-03356,2019-05-23
43-411141-Y-03356,2019-06-02
43-411141-Y-03356,2019-07-17
43-411141-Y-03356,2019-08-11
43-411141-Y-03356,2019-08-16
43-411141-Y-03356,2019-09-05
43-411141-Y-03356,2019-09-10
43-411141-Y-03356,2019-09-15
43-411141-Y-03356,2019-09-20
43-411141-Y-03356,2019-09-30
43-411141-Y-03356,2019-10-05
43-411141-Y-03356,2019-10-10
43-411141-Y-03356,2019-10-20
43-411141-Y-03356,2019-11-09
43-411141-Y-03356,2019-11-14
43-411141-Y-03356,2019-11-19
43-411141-Y-03356,2019-12-04
43-411141-Y-03356,2019-12-14
43-411141-Y-03356,2020-01-28
43-411141-Y-03356,2020-02-17
43-411141-Y-03356,2020-04-12
43-411141-Y-03356,2020-04-27
43-411141-Y-03356,2020-05-12
43-411141-Y-03356,2020-08-05
43-411141-Y-03356,2020-08-15
43-411141-Y-03356,2020-08-30
43-411141-Y-03356,2020-10-09
43-411141-Y-03356,2020-10-24
43-411141-Y-03356,2020-11-08
43-411141-Y-03356,2020-11-13
43-411141-Y-03356,2020-11-18
43-411141-Y-03356,2021-01-02
43-411141-Y-03356,2021-01-12
43-411141-Y-03356,2021-01-17
43-411141-Y-03356,2021-02-21
43-411141-Y-03356,2021-03-28
43-411141-Y-03356,2021-08-20
43-411141-Y-03356,2021-08-30
43-411141-Y-03356,2021-09-09
43-411141-Y-03356,2021-09-14
43-411141-Y-03356,2021-09-24
43-411141-Y-03356,2021-10-04
43-411141-Y-03356,2021-10-24
43-411141-Y-03356,2021-11-08
43-411141-Y-03356,2021-11-13
43-411141-Y-03356,2021-11-18
43-411141-Y-03356,2021-11-23
43-411141-Y-03356,2021-12-03
43-411141-Y-03356,2021-12-18
43-411141-Y-03356,2021-12-23
43-411141-Y-03356,2022-01-02
43-411141-Y-03356,2022-03-08
43-411141-Y-03356,2022-03-13
43-411141-Y-03356,2022-03-28
43-411141-Y-03356,2022-04-07
43-411141-Y-03356,2022-07-26
43-411141-Y-03356,2022-08-10
43-411141-Y-03356,2022-08-15
43-411141-Y-03356,2022-08-20
43-411141-Y-03356,2022-09-04
43-411141-Y-03356,2022-09-06
43-411141-Y-03356,2022-09-14
43-411141-Y-03356,2022-09-19
43-411141-Y-03356,2022-09-24
43-411141-Y-03356,2022-09-29
43-411141-Y-03356,2022-10-14
43-411141-Y-03356,2022-11-28
43-411141-Y-03356,2022-12-18
43-411141-Y-03356,2022-12-23
43-411141-Y-03356,2023-01-07
43-411141-Y-03356,2023-01-27
43-411141-Y-03356,2023-02-26
43-411141-Y-03356,2023-04-07
43-411141-Y-03356,2023-06-11
43-411141-Y-03356,2023-07-21
43-411141-Y-03356,2023-08-05
43-411141-Y-03356,2023-09-09
43-411141-Y-03356,2023-10-24
43-411141-Y-03356,2023-10-29
43-411141-Y-03356,2023-11-23
43-411141-Y-03356,2023-11-28
43-411141-Y-03356,2023-12-23
43-411141-Y-03356,2023-12-28
43-411141-Y-03356,2024-02-11
43-411141-Y-03356,2024-08-04
43-411141-Y-03356,2024-08-09
43-411141-Y-03356,2024-08-24
43-411141-Y-03356,2024-09-08
43-411141-Y-03356,2024-09-18
43-411141-Y-03356,2024-09-23
43-411141-Y-03356,2024-09-28
43-411141-Y-03356,2024-10-23
43-411141-Y-03356,2024-11-02
43-411141-Y-03356,2024-11-07
43-411141-Y-03356,2024-12-02
43-411141-Y-03356,2024-12-17
43-411141-Y-05171,2018-03-22
43-411141-Y-05171,2018-03-27
43-411141-Y-05171,2018-04-16
43-411141-Y-05171,2018-07-10
43-411141-Y-05171,2018-07-20
43-411141-Y-05171,2018-08-09
43-411141-Y-05171,2018-10-28
43-411141-Y-05171,2018-11-22
43-411141-Y-05171,2018-11-27
43-411141-Y-05171,2018-12-17
43-411141-Y-05171,2019-03-12
43-411141-Y-05171,2019-05-01
43-411141-Y-05171,2019-08-14
43-411141-Y-05171,2019-08-19
43-411141-Y-05171,2019-08-24
43-411141-Y-05171,2019-09-13
43-411141-Y-05171,2019-09-23
43-411141-Y-05171,2019-09-28
43-411141-Y-05171,2019-10-03
43-411141-Y-05171,2019-11-12
43-411141-Y-05171,2019-12-02
43-411141-Y-05171,2019-12-07
43-411141-Y-05171,2019-12-12
43-411141-Y-05171,2020-04-15
43-411141-Y-05171,2020-08-28
43-411141-Y-05171,2020-09-02
43-411141-Y-05171,2020-10-22
43-411141-Y-05171,2020-11-11
43-411141-Y-05171,2020-12-21
43-411141-Y-05171,2021-01-15
43-411141-Y-05171,2021-09-22
43-411141-Y-05171,2021-09-27
43-411141-Y-05171,2021-10-02
43-411141-Y-05171,2021-11-26
43-411141-Y-05171,2021-12-06
43-411141-Y-05171,2021-12-21
43-411141-Y-05171,2022-04-10
43-411141-Y-05171,2022-07-24
43-411141-Y-05171,2022-08-03
43-411141-Y-05171,2022-08-08
43-411141-Y-05171,2022-09-02
43-411141-Y-05171,2022-09-07
43-411141-Y-05171,2022-09-17
43-411141-Y-05171,2022-09-27
43-411141-Y-05171,2022-10-12
43-411141-Y-05171,2022-10-17
43-411141-Y-05171,2022-10-22
43-411141-Y-05171,2022-11-01
43-411141-Y-05171,2022-12-11
43-411141-Y-05171,2022-12-21
43-411141-Y-05171,2023-01-10
43-411141-Y-05171,2023-01-30
43-411141-Y-05171,2023-05-30
43-411141-Y-05171,2023-10-17
43-411141-Y-05171,2023-10-22
43-411141-Y-05171,2023-11-01
43-411141-Y-05171,2023-11-21
43-411141-Y-05171,2024-02-09
43-411141-Y-05171,2024-05-24
43-411141-Y-05171,2024-08-27
43-411141-Y-05171,2024-09-26
43-411141-Y-05171,2024-10-26
43-411141-Y-05171,2024-10-31
43-411141-Y-05171,2024-11-05
43-411141-Y-05171,2024-11-10
43-411141-Y-05171,2024-12-15
43-411141-Y-05596,2018-03-22
43-411141-Y-05596,2018-03-27
43-411141-Y-05596,2018-07-10
43-411141-Y-05596,2018-07-20
43-411141-Y-05596,2018-08-09
43-411141-Y-05596,2018-08-14
43-411141-Y-05596,2018-10-03
43-411141-Y-05596,2018-10-28
43-411141-Y-05596,2018-11-27
43-411141-Y-05596,2018-12-17
43-411141-Y-05596,2019-03-12
43-411141-Y-05596,2019-04-06
43-411141-Y-05596,2019-05-01
43-411141-Y-05596,2019-08-14
43-411141-Y-05596,2019-08-19
43-411141-Y-05596,2019-08-24
43-411141-Y-05596,2019-09-13
43-411141-Y-05596,2019-09-23
43-411141-Y-05596,2019-09-28
43-411141-Y-05596,2019-11-12
43-411141-Y-05596,2019-12-02
43-411141-Y-05596,2019-12-07
43-411141-Y-05596,2019-12-12
43-411141-Y-05596,2020-04-15
43-411141-Y-05596,2020-08-28
43-411141-Y-05596,2020-09-02
43-411141-Y-05596,2020-10-22
43-411141-Y-05596,2020-11-11
43-411141-Y-05596,2020-12-21
43-411141-Y-05596,2021-01-15
43-411141-Y-05596,2021-02-14
43-411141-Y-05596,2021-09-22
43-411141-Y-05596,2021-09-27
43-411141-Y-05596,2021-11-26
43-411141-Y-05596,2021-12-06
43-411141-Y-05596,2021-12-21
43-411141-Y-05596,2022-02-14
43-411141-Y-05596,2022-04-10
43-411141-Y-05596,2022-07-24
43-411141-Y-05596,2022-08-03
43-411141-Y-05596,2022-08-08
43-411141-Y-05596,2022-09-02
43-411141-Y-05596,2022-09-07
43-411141-Y-05596,2022-09-17
43-411141-Y-05596,2022-09-22
43-411141-Y-05596,2022-09-27
43-411141-Y-05596,2022-10-12
43-411141-Y-05596,2022-10-17
43-411141-Y-05596,2022-10-22
43-411141-Y-05596,2022-11-01
43-411141-Y-05596,2022-12-11
43-411141-Y-05596,2022-12-21
43-411141-Y-05596,2023-01-10
43-411141-Y-05596,2023-01-30
43-411141-Y-05596,2023-03-31
43-411141-Y-05596,2023-05-30
43-411141-Y-05596,2023-10-17
43-411141-Y-05596,2023-10-22
43-411141-Y-05596,2023-11-01
43-411141-Y-05596,2023-11-16
43-411141-Y-05596,2023-11-21
43-411141-Y-05596,2024-02-09
43-411141-Y-05596,2024-05-14
43-411141-Y-05596,2024-05-24
43-411141-Y-05596,2024-09-11
43-411141-Y-05596,2024-09-26
43-411141-Y-05596,2024-10-11
43-411141-Y-05596,2024-10-26
43-411141-Y-05596,2024-10-31
43-411141-Y-05596,2024-11-05
43-411141-Y-05596,2024-11-10
43-411141-Y-05596,2024-12-15
43-411144-Y-03094,2018-02-17
43-411144-Y-03094,2018-03-09
43-411144-Y-03094,2018-04-03
43-411144-Y-03094,2018-04-18
43-411144-Y-03094,2018-06-17
43-411144-Y-03094,2018-07-17
43-411144-Y-03094,2018-07-27
43-411144-Y-03094,2018-08-01
43-411144-Y-03094,2018-08-21
43-411144-Y-03094,2018-09-05
43-411144-Y-03094,2018-09-10
43-411144-Y-03094,2018-09-15
43-411144-Y-03094,2018-10-05
43-411144-Y-03094,2018-10-30
43-411144-Y-03094,2018-11-04
43-411144-Y-03094,2018-11-24
43-411144-Y-03094,2018-11-29
43-411144-Y-03094,2019-04-08
43-411144-Y-03094,2019-05-03
43-411144-Y-03094,2019-05-23
43-411144-Y-03094,2019-06-02
43-411144-Y-03094,2019-07-22
43-411144-Y-03094,2019-08-11
43-411144-Y-03094,2019-08-16
43-411144-Y-03094,2019-09-05
43-411144-Y-03094,2019-09-10
43-411144-Y-03094,2019-09-15
43-411144-Y-03094,2019-09-20
43-411144-Y-03094,2019-09-30
43-411144-Y-03094,2019-10-05
43-411144-Y-03094,2019-10-10
43-411144-Y-03094,2019-10-20
43-411144-Y-03094,2019-11-09
43-411144-Y-03094,2019-11-14
43-411144-Y-03094,2019-11-19
43-411144-Y-03094,2019-12-04
43-411144-Y-03094,2019-12-14
43-411144-Y-03094,2020-01-28
43-411144-Y-03094,2020-02-17
43-411144-Y-03094,2020-04-12
43-411144-Y-03094,2020-04-27
43-411144-Y-03094,2020-05-12
43-411144-Y-03094,2020-08-05
43-411144-Y-03094,2020-08-15
43-411144-Y-03094,2020-08-30
43-411144-Y-03094,2020-10-09
43-411144-Y-03094,2020-10-24
43-411144-Y-03094,2020-11-08
43-411144-Y-03094,2020-11-13
43-411144-Y-03094,2020-11-18
43-411144-Y-03094,2021-01-02
43-411144-Y-03094,2021-01-12
43-411144-Y-03094,2021-01-17
43-411144-Y-03094,2021-02-21
43-411144-Y-03094,2021-03-28
43-411144-Y-03094,2021-08-20
43-411144-Y-03094,2021-08-30
43-411144-Y-03094,2021-09-09
43-411144-Y-03094,2021-09-24
43-411144-Y-03094,2021-10-04
43-411144-Y-03094,2021-10-24
43-411144-Y-03094,2021-11-08
43-411144-Y-03094,2021-11-13
43-411144-Y-03094,2021-11-18
43-411144-Y-03094,2021-11-23
43-411144-Y-03094,2021-12-03
43-411144-Y-03094,2021-12-18
43-411144-Y-03094,2021-12-23
43-411144-Y-03094,2022-01-02
43-411144-Y-03094,2022-03-08
43-411144-Y-03094,2022-03-13
43-411144-Y-03094,2022-03-28
43-411144-Y-03094,2022-04-07
43-411144-Y-03094,2022-07-26
43-411144-Y-03094,2022-08-10
43-411144-Y-03094,2022-08-15
43-411144-Y-03094,2022-08-20
43-411144-Y-03094,2022-09-04
43-411144-Y-03094,2022-09-14
43-411144-Y-03094,2022-09-19
43-411144-Y-03094,2022-09-24
43-411144-Y-03094,2022-09-29
43-411144-Y-03094,2022-10-14
43-411144-Y-03094,2022-10-19
43-411144-Y-03094,2022-11-28
43-411144-Y-03094,2022-12-18
43-411144-Y-03094,2022-12-23
43-411144-Y-03094,2023-01-07
43-411144-Y-03094,2023-01-27
43-411144-Y-03094,2023-02-26
43-411144-Y-03094,2023-04-07
43-411144-Y-03094,2023-06-11
43-411144-Y-03094,2023-08-05
43-411144-Y-03094,2023-09-09
43-411144-Y-03094,2023-10-24
43-411144-Y-03094,2023-10-29
43-411144-Y-03094,2023-11-23
43-411144-Y-03094,2023-11-28
43-411144-Y-03094,2023-12-23
43-411144-Y-03094,2023-12-28
43-411144-Y-03094,2024-02-11
43-411144-Y-03094,2024-08-04
43-411144-Y-03094,2024-08-09
43-411144-Y-03094,2024-08-24
43-411144-Y-03094,2024-09-08
43-411144-Y-03094,2024-09-18
43-411144-Y-03094,2024-09-23
43-411144-Y-03094,2024-09-28
43-411144-Y-03094,2024-10-23
43-411144-Y-03094,2024-11-02
43-411144-Y-03094,2024-11-07
43-411144-Y-03094,2024-12-02
43-411144-Y-03094,2024-12-17
43-411162-N-00305,2018-03-12
43-411162-N-00305,2018-03-22
43-411162-N-00305,2018-03-27
43-411162-N-00305,2018-04-16
43-411162-N-00305,2018-06-10
43-411162-N-00305,2018-07-20
43-411162-N-00305,2018-08-19
43-411162-N-00305,2018-09-08
43-411162-N-00305,2018-09-13
43-411162-N-00305,2018-10-28
43-411162-N-00305,2018-11-22
43-411162-N-00305,2018-11-27
43-411162-N-00305,2018-12-17
43-411162-N-00305,2019-03-12
43-411162-N-00305,2019-04-06
43-411162-N-00305,2019-05-11
43-411162-N-00305,2019-07-10
43-411162-N-00305,2019-07-25
43-411162-N-00305,2019-07-30
43-411162-N-00305,2019-08-14
43-411162-N-00305,2019-08-24
43-411162-N-00305,2019-09-13
43-411162-N-00305,2019-09-23
43-411162-N-00305,2019-09-28
43-411162-N-00305,2019-10-03
43-411162-N-00305,2019-11-07
